CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 2002 - Brasil
Quantidade por Município e Ocupações de Nível Superior
Período:Dez/2014
"Município";"Assistente Social";"Bioquímico/farmacêutico";"Cirurgião Geral";"Clínico Geral";"Enfermeiro";"Fisioterapeuta";"Fonoaudiólogo";"Gineco Obstetra";"Médico de Família";"Nutricionista";"Odontólogo";"Pediatra";"Psicólogo";"Psiquiatra";"Radiologista";"Sanitarista";"Outras especialidades médicas";"Outras ocupações de nível superior relac à Saúde";"Total"
"430270 Butiá";1;1;-;8;10;7;1;2;3;1;7;3;5;-;2;-;4;2;57
"430280 Caçapava do Sul";2;2;-;14;18;9;2;-;4;1;11;3;6;2;1;-;5;4;84
"430290 Cacequi";1;2;-;8;8;3;2;-;2;3;10;-;3;1;-;-;-;3;46
"430300 Cachoeira do Sul";9;11;-;73;95;29;7;3;9;8;56;20;24;3;6;-;50;24;427
"430310 Cachoeirinha";7;6;9;59;70;24;10;42;16;10;63;67;38;8;15;-;61;15;520
"430320 Cacique Doble";-;2;-;4;4;2;-;-;2;1;4;-;2;-;-;-;-;-;21
"430330 Caibaté";1;2;-;2;5;2;-;-;1;3;2;-;3;-;-;-;-;-;21
"430340 Caiçara";2;1;-;2;7;2;-;-;-;2;3;2;3;-;-;-;-;-;24
"430350 Camaquã";8;2;-;69;41;19;7;2;4;4;43;6;25;3;4;-;18;21;276
"430355 Camargo";2;1;-;2;3;1;1;-;1;1;2;1;2;-;-;-;-;-;17
"430360 Cambará do Sul";-;2;-;3;7;1;-;-;1;1;5;1;2;-;1;-;-;1;25
"430367 Campestre da Serra";-;1;-;2;1;2;-;-;-;1;2;1;-;-;-;-;-;-;10
"430370 Campina das Missões";-;2;-;-;9;2;-;-;2;1;3;2;1;-;1;-;1;-;24
"430380 Campinas do Sul";-;2;-;2;5;2;-;-;1;-;2;-;-;-;-;-;-;-;14
"430390 Campo Bom";4;6;3;35;52;12;1;12;10;4;28;26;10;3;5;-;21;9;241
"430400 Campo Novo";-;1;-;1;3;1;-;-;1;2;2;-;1;-;1;-;-;-;13
"430410 Campos Borges";1;-;-;3;2;1;-;-;1;1;3;-;-;-;-;-;-;-;12
"430420 Candelária";3;3;-;11;26;6;1;-;3;5;17;8;5;2;1;-;3;3;97
"430430 Cândido Godói";-;1;-;1;4;2;1;-;1;2;2;1;-;-;-;-;1;-;16
"430435 Candiota";2;1;-;3;4;3;-;-;4;1;4;-;4;-;-;-;-;1;27
"430440 Canela";2;3;-;32;21;12;1;3;4;8;19;5;8;2;4;-;18;2;144
"430450 Canguçu";8;4;-;35;26;6;3;2;6;2;27;17;7;-;2;-;10;4;159
"430460 Canoas";36;22;15;491;432;98;27;33;42;42;161;122;101;12;44;-;347;40;2065
"430461 Canudos do Vale";2;-;-;-;1;-;-;-;1;1;2;-;1;-;-;-;-;-;8
"430462 Capão Bonito do Sul";-;1;-;1;3;-;1;1;1;1;3;1;2;-;-;-;-;-;15
"430463 Capão da Canoa";5;6;2;62;40;19;3;5;6;4;35;12;16;2;5;-;19;2;243
"430465 Capão do Cipó";-;1;-;1;2;1;1;1;1;1;2;-;1;-;-;-;-;-;12
"430466 Capão do Leão";2;2;-;17;10;2;1;2;3;-;4;2;4;-;-;-;-;3;52
"430468 Capela de Santana";-;-;-;-;4;-;-;-;2;-;4;-;1;-;-;-;1;-;12
"430469 Capitão";-;1;-;-;2;-;-;-;1;1;1;-;1;-;-;-;-;-;7
"430467 Capivari do Sul";1;1;-;1;2;1;1;1;-;1;4;1;1;1;-;-;-;-;16
"430471 Caraá";-;-;-;1;3;1;-;-;3;-;1;1;1;-;-;-;-;1;12
"430470 Carazinho";4;6;4;33;62;21;3;10;17;6;37;8;21;3;5;-;36;16;292
"430480 Carlos Barbosa";3;3;-;19;17;8;-;3;2;5;6;1;8;2;1;-;5;-;83
"430485 Carlos Gomes";-;-;-;-;2;1;-;-;1;1;1;-;1;-;-;-;-;-;7
"430490 Casca";2;1;-;7;8;8;2;1;1;3;8;3;2;-;1;-;2;8;57
"430495 Caseiros";-;-;-;2;2;-;-;-;1;-;2;-;-;-;-;-;-;-;7
"430500 Catuípe";2;1;-;8;5;3;-;1;3;1;5;-;4;-;-;-;-;1;34
"430510 Caxias do Sul";51;59;11;568;607;204;61;58;27;78;270;259;239;44;45;-;503;59;3143
"430511 Centenário";-;-;-;1;2;2;-;-;1;1;1;-;1;-;-;-;-;-;9
"430512 Cerrito";1;1;-;1;1;-;-;1;4;1;3;1;1;-;-;-;1;2;18
"430513 Cerro Branco";1;1;-;3;3;4;-;-;1;1;5;-;1;-;-;-;-;3;23
"430515 Cerro Grande";3;1;-;1;1;1;-;-;-;1;1;-;1;-;-;-;-;-;10
"430517 Cerro Grande do Sul";1;1;-;3;5;3;-;-;1;-;3;-;1;-;-;-;-;-;18
"430520 Cerro Largo";2;2;-;8;6;5;1;-;3;4;9;2;3;-;-;-;2;2;49
"430530 Chapada";2;2;-;-;9;2;2;-;1;1;7;-;3;-;1;-;-;-;30
"430535 Charqueadas";11;1;1;10;22;8;1;2;9;3;34;2;17;1;2;-;6;7;137
"430537 Charrua";2;-;-;-;3;3;1;-;2;2;1;-;2;-;-;-;-;-;16
"430540 Chiapetta";1;-;-;2;5;2;-;-;-;2;1;1;1;-;-;-;-;-;15
"430543 Chuí";1;-;-;8;3;1;-;-;-;1;2;3;2;-;-;-;-;1;22
"430544 Chuvisca";2;1;-;-;3;1;-;-;-;-;1;-;1;-;-;-;1;6;16
"430545 Cidreira";2;1;-;1;8;3;1;-;3;1;5;1;2;1;-;-;-;1;30
"430550 Ciríaco";1;1;-;2;5;2;-;-;2;1;5;-;1;-;-;-;-;2;22
"430558 Colinas";1;1;-;2;1;-;-;1;1;1;1;-;1;1;-;-;-;1;12
"430560 Colorado";1;-;-;1;5;2;1;-;1;1;2;-;2;-;-;-;-;1;17
"430570 Condor";1;2;-;2;6;2;-;-;2;3;3;-;2;-;-;-;-;-;23
"430580 Constantina";2;1;-;4;11;3;1;-;-;3;3;2;2;-;-;-;-;1;33
"430583 Coqueiro Baixo";-;1;-;-;2;-;-;1;1;1;1;-;1;-;-;-;-;-;8
"430585 Coqueiros do Sul";-;1;-;1;1;1;-;-;1;1;2;-;1;-;-;-;-;-;9
"430587 Coronel Barros";-;1;-;1;2;1;-;-;1;1;2;1;2;-;-;-;-;-;12
"430590 Coronel Bicaco";-;2;-;2;7;1;-;-;1;2;3;-;1;-;-;-;-;-;19
"430593 Coronel Pilar";1;-;-;1;1;1;1;-;-;1;2;1;-;-;-;-;-;-;9
"430595 Cotiporã";-;-;-;-;4;2;1;-;1;1;1;-;1;-;-;-;-;1;12
"430597 Coxilha";-;1;-;1;1;1;-;1;1;1;1;1;1;-;-;-;-;-;10
"430600 Crissiumal";3;2;-;5;15;4;-;-;4;2;7;3;1;-;-;-;2;3;51
"430605 Cristal";1;-;-;3;4;-;-;-;2;1;4;1;1;-;-;-;-;-;17
"430607 Cristal do Sul";-;-;-;1;3;1;-;-;1;1;1;-;1;-;-;-;-;-;9
"430610 Cruz Alta";7;12;4;57;101;41;8;6;10;25;56;9;30;3;6;-;50;5;430
"430613 Cruzaltense";1;1;-;1;1;2;-;-;2;-;3;-;1;-;-;-;-;-;12
"430620 Cruzeiro do Sul";1;2;-;9;8;2;1;-;1;3;6;1;2;1;-;-;2;-;39
"430630 David Canabarro";1;-;-;4;4;2;1;1;1;2;3;1;1;-;-;-;1;1;23
"430632 Derrubadas";1;1;-;1;2;2;-;-;-;1;1;-;1;-;-;-;-;-;10
"430635 Dezesseis de Novembro";-;-;-;2;1;1;-;-;-;-;2;-;1;-;-;-;-;-;7
"430637 Dilermando de Aguiar";-;-;-;1;2;1;-;-;1;1;2;-;-;-;-;-;-;-;8
"430640 Dois Irmãos";1;2;-;27;16;9;3;6;4;5;28;7;8;3;1;-;12;2;134
"430642 Dois Irmãos das Missões";1;-;-;1;3;2;-;-;1;1;-;-;2;-;-;-;-;-;11
"430645 Dois Lajeados";1;-;-;1;3;4;-;1;1;-;6;1;1;-;-;-;-;-;19
"430650 Dom Feliciano";-;1;-;4;7;3;-;-;2;1;4;3;-;-;1;-;-;-;26
"430660 Dom Pedrito";5;4;-;17;19;11;2;-;3;2;10;1;8;-;-;-;7;-;89
"430655 Dom Pedro de Alcântara";-;-;-;1;2;2;-;-;-;1;2;1;2;-;-;-;-;-;11
"430670 Dona Francisca";1;1;-;3;3;1;1;-;1;1;2;-;1;1;-;-;-;1;17
"430673 Doutor Maurício Cardoso";-;1;-;2;3;1;-;-;1;1;3;-;1;-;-;-;-;-;13
"430675 Doutor Ricardo";-;-;-;-;2;-;1;-;2;1;1;-;1;-;-;-;-;-;8
"430676 Eldorado do Sul";-;3;-;31;18;2;-;2;2;-;13;2;3;-;1;-;1;2;80
"430680 Encantado";2;4;-;19;24;9;4;-;2;4;21;3;11;-;1;-;16;4;124
"430690 Encruzilhada do Sul";-;2;1;12;18;5;1;-;5;5;12;2;9;1;-;-;-;4;77
"430692 Engenho Velho";-;-;-;-;4;1;-;-;1;-;4;-;1;-;-;-;-;-;11
"430695 Entre Rios do Sul";-;-;-;1;2;4;-;-;2;1;2;-;-;-;-;-;-;-;12
"430693 Entre-Ijuís";1;1;-;4;4;1;-;-;2;1;1;1;4;-;-;-;-;1;21
"430697 Erebango";1;-;-;1;2;-;-;-;1;-;3;1;1;-;-;-;-;-;10
"430700 Erechim";9;16;4;78;123;42;19;18;8;11;68;20;48;10;13;-;71;26;584
"430705 Ernestina";-;-;-;2;5;1;1;-;1;1;1;1;1;-;-;-;1;-;15
"430720 Erval Grande";-;1;-;1;6;2;-;-;1;1;4;-;2;-;-;-;-;-;18
"430730 Erval Seco";2;-;-;-;4;1;-;-;1;-;2;1;1;-;-;-;1;3;16
"430740 Esmeralda";-;-;-;2;2;1;-;-;-;1;2;-;1;-;-;-;-;-;9
"430745 Esperança do Sul";-;-;-;1;4;1;-;-;1;1;1;-;1;-;-;-;-;-;10
"430750 Espumoso";2;2;1;10;11;8;-;-;3;2;12;1;5;-;2;-;2;-;61
"430755 Estação";-;-;-;4;4;5;1;-;2;1;1;1;2;-;-;-;-;-;21
"430760 Estância Velha";2;3;1;19;27;6;2;3;9;7;16;7;13;3;1;-;8;-;127
"430770 Esteio";11;9;1;108;88;39;11;14;14;10;43;31;32;8;3;-;38;19;479
"430780 Estrela";6;6;-;81;40;14;8;1;3;9;26;21;19;-;2;-;22;13;271
"430781 Estrela Velha";-;-;-;-;3;2;-;-;1;1;4;-;1;-;-;-;-;-;12
"430783 Eugênio de Castro";-;1;-;2;2;1;-;-;1;-;1;-;1;-;-;-;-;-;9
"430786 Fagundes Varela";1;-;-;3;2;1;-;-;1;-;1;1;1;-;-;-;-;-;11
"430790 Farroupilha";5;5;1;21;54;20;7;2;4;8;21;3;23;1;10;-;10;6;201
"430800 Faxinal do Soturno";-;2;2;5;4;6;3;-;2;5;2;-;4;-;1;-;6;1;43
"430805 Faxinalzinho";-;1;-;1;2;1;-;-;-;1;1;-;1;-;-;-;-;-;8
"430807 Fazenda Vilanova";1;1;-;1;3;-;1;-;2;1;1;-;-;-;-;-;-;-;11
"430810 Feliz";1;1;-;13;7;3;3;-;1;3;14;2;4;-;-;-;2;4;58
"430820 Flores da Cunha";3;3;-;11;18;18;4;-;2;5;34;6;17;-;-;-;-;2;123
"430825 Floriano Peixoto";1;-;-;-;1;-;-;-;-;1;1;-;1;-;-;-;-;-;5
"430830 Fontoura Xavier";-;-;-;3;7;2;-;-;3;2;4;-;2;-;-;-;-;-;23
"430840 Formigueiro";-;-;-;3;5;1;-;-;1;1;4;1;1;-;-;-;-;-;17
"430843 Forquetinha";2;1;-;-;2;1;-;1;-;1;2;-;1;-;-;-;-;-;11
"430845 Fortaleza dos Valos";1;1;-;1;4;3;-;-;2;1;3;-;1;1;-;-;-;-;18
"430850 Frederico Westphalen";5;6;1;25;33;10;1;-;7;5;48;3;12;-;4;-;13;3;176
"430860 Garibaldi";3;3;1;15;10;20;3;1;2;4;15;1;8;-;2;-;3;5;96
"430865 Garruchos";1;1;-;1;1;2;1;-;1;1;2;-;1;-;-;-;-;1;13
"430870 Gaurama";1;1;-;7;5;2;-;-;1;2;3;-;2;-;-;-;-;-;24
"430880 General Câmara";-;1;-;5;2;2;-;-;2;1;4;1;2;-;-;-;1;-;21
"430885 Gentil";-;1;-;2;1;1;1;-;-;-;3;-;1;-;-;-;-;1;11
"430890 Getúlio Vargas";3;2;-;17;12;4;2;-;5;2;7;2;6;-;-;-;1;14;77
"430900 Giruá";4;3;-;6;20;15;2;-;4;5;12;2;11;-;2;-;6;10;102
"430905 Glorinha";-;-;-;3;3;2;-;-;-;-;2;-;1;-;-;-;2;2;15
"430910 Gramado";2;3;3;33;25;16;3;5;1;8;35;9;16;1;-;-;22;7;189
"430912 Gramado dos Loureiros";-;-;-;1;2;1;-;-;-;-;2;-;1;-;-;-;-;-;7
"430915 Gramado Xavier";1;1;-;1;2;1;1;-;1;2;1;-;2;-;-;-;-;-;13
"430920 Gravataí";16;12;29;123;149;71;7;26;40;19;92;25;33;17;9;-;109;33;810
"430925 Guabiju";2;1;-;3;2;-;-;-;1;-;3;-;1;-;-;-;-;-;13
"430930 Guaíba";7;6;2;56;37;19;2;6;-;6;41;22;28;7;5;-;34;4;282
"430940 Guaporé";3;3;1;14;14;9;4;-;6;5;15;3;11;-;1;-;10;7;106
"430950 Guarani das Missões";-;3;-;1;7;3;2;-;2;2;3;2;2;-;-;-;-;2;29
"430955 Harmonia";2;-;-;-;2;2;-;-;1;2;3;1;2;1;-;-;-;-;16
"430710 Herval";1;-;-;2;4;2;-;-;1;2;6;-;-;-;-;-;-;-;18
"430957 Herveiras";2;1;-;-;1;1;-;-;1;1;-;-;1;-;-;-;-;-;8
"430960 Horizontina";4;3;-;6;10;11;2;-;3;5;15;1;16;-;-;-;5;5;86
"430965 Hulha Negra";1;1;-;-;2;3;-;-;2;-;4;-;1;-;-;-;-;2;16
"430970 Humaitá";-;3;-;1;4;3;-;-;-;1;2;2;1;-;-;-;-;-;17
"430975 Ibarama";-;1;-;-;2;1;-;-;2;1;1;-;1;-;-;-;-;2;11
"430980 Ibiaçá";-;-;-;3;4;1;-;-;-;-;3;-;1;-;-;-;-;-;12
"430990 Ibiraiaras";-;1;-;1;5;3;1;-;2;-;5;-;2;-;-;-;-;-;20
"430995 Ibirapuitã";1;-;-;1;2;1;1;-;-;1;2;1;1;-;-;-;-;-;11
"431000 Ibirubá";-;6;-;15;11;16;5;2;3;4;16;2;8;1;-;-;5;2;96
"431010 Igrejinha";2;3;-;34;28;7;6;2;8;4;25;8;8;2;3;-;19;23;182
"431020 Ijuí";23;30;4;98;147;69;17;5;6;25;55;17;45;2;9;-;95;19;666
"431030 Ilópolis";1;1;-;1;5;2;-;-;3;2;4;-;1;-;-;-;-;-;20
"431033 Imbé";1;1;-;17;24;6;-;2;-;2;4;4;8;1;-;-;2;2;74
"431036 Imigrante";1;2;-;1;1;3;1;1;1;1;3;-;1;-;-;-;1;3;20
"431040 Independência";1;1;-;-;4;2;-;-;1;-;2;-;2;-;-;-;-;3;16
"431041 Inhacorá";1;-;-;-;2;-;-;-;1;-;2;-;1;-;-;-;-;1;8
"431043 Ipê";1;-;-;-;3;2;-;-;3;-;4;-;1;-;-;-;-;-;14
"431046 Ipiranga do Sul";-;1;-;-;1;3;1;-;-;1;2;-;1;-;-;-;-;-;10
"431050 Iraí";1;2;-;5;6;2;-;-;1;1;2;2;1;-;-;-;-;1;24
"431053 Itaara";1;1;-;1;1;1;-;1;2;-;2;1;1;-;-;-;-;-;12
"431055 Itacurubi";-;1;-;1;2;1;-;-;2;-;1;-;1;-;-;-;-;-;9
"431057 Itapuca";-;-;-;1;1;-;-;-;1;-;2;-;-;-;-;-;-;-;5
"431060 Itaqui";4;4;-;20;23;7;3;1;3;4;13;4;7;1;3;-;7;3;107
"431065 Itati";-;1;-;-;2;2;-;-;-;-;2;-;1;1;-;-;2;1;12
"431070 Itatiba do Sul";1;-;-;2;3;2;-;-;1;1;3;-;1;-;-;-;-;-;14
"431075 Ivorá";-;1;-;1;2;1;1;-;-;-;2;-;-;-;-;-;-;2;10
"431080 Ivoti";3;3;1;17;16;9;2;-;5;2;8;3;9;1;1;-;8;8;96
"431085 Jaboticaba";2;2;-;1;7;1;-;-;1;1;3;-;2;1;1;-;-;4;26
"431087 Jacuizinho";-;-;-;1;2;2;1;-;1;-;1;-;1;-;-;-;-;1;10
"431090 Jacutinga";-;1;-;2;4;-;-;-;-;-;1;-;1;-;-;-;-;1;10
"431100 Jaguarão";4;4;-;10;21;7;1;3;4;2;10;3;9;1;-;-;7;5;91
"431110 Jaguari";-;1;-;5;9;3;1;1;1;1;5;2;2;-;2;-;2;1;36
"431112 Jaquirana";1;-;-;1;3;2;1;-;-;1;1;-;1;-;-;-;-;-;11
"431113 Jari";-;-;-;4;2;1;1;-;1;1;1;-;1;-;-;-;-;2;14
"431115 Jóia";-;1;-;1;5;-;-;-;2;1;2;-;1;-;-;-;-;-;13
"431120 Júlio de Castilhos";4;4;-;10;17;10;2;2;3;3;11;2;5;-;1;-;1;3;78
"431123 Lagoa Bonita do Sul";1;1;-;-;2;-;-;-;1;1;1;-;1;-;-;-;-;1;9
"431127 Lagoa dos Três Cantos";1;-;-;1;1;1;-;-;-;1;2;-;-;-;-;-;-;-;7
"431130 Lagoa Vermelha";1;2;-;16;15;6;-;2;5;2;12;2;3;-;2;-;6;2;76
"431125 Lagoão";-;1;-;-;3;2;-;-;1;1;3;-;-;-;-;-;-;-;11
"431140 Lajeado";12;15;-;125;164;39;14;1;12;17;91;12;35;4;4;-;56;17;618
"431142 Lajeado do Bugre";1;-;-;1;3;-;-;-;1;-;1;-;-;-;-;-;-;1;8
"431150 Lavras do Sul";1;-;-;2;5;2;-;-;1;1;6;1;1;-;-;-;-;1;21
"431160 Liberato Salzano";1;-;-;2;2;-;-;-;1;1;2;-;-;-;-;-;-;-;9
"431162 Lindolfo Collor";-;1;-;2;4;1;1;1;2;1;1;-;1;2;-;-;-;-;17
"431164 Linha Nova";1;-;-;1;2;1;-;-;-;1;2;-;1;-;-;-;-;-;9
"431171 Maçambará";-;-;-;4;3;-;-;-;-;-;3;1;-;-;-;-;-;1;12
"431170 Machadinho";-;-;-;1;4;1;1;-;2;1;2;1;3;-;-;-;-;-;16
"431173 Mampituba";1;-;1;2;4;2;-;-;1;-;1;-;1;-;-;-;-;1;14
"431175 Manoel Viana";1;1;-;2;4;3;1;-;1;1;5;1;2;-;-;-;-;1;23
"431177 Maquiné";1;1;-;2;4;1;-;1;2;1;3;-;1;1;-;-;-;2;20
"431179 Maratá";-;-;-;3;2;-;-;-;1;1;2;-;1;-;-;-;2;-;12
"431180 Marau";4;1;1;34;22;13;4;1;11;5;19;5;20;-;2;-;14;10;166
"431190 Marcelino Ramos";-;1;-;2;5;2;-;-;1;-;2;-;1;-;-;-;-;-;14
"431198 Mariana Pimentel";1;-;-;2;2;-;-;1;-;1;2;1;1;-;-;-;-;-;11
"431200 Mariano Moro";-;-;-;-;2;1;-;-;-;1;2;-;1;-;-;-;-;-;7
"431205 Marques de Souza";-;2;-;3;7;2;-;-;1;3;2;-;1;-;-;-;-;-;21
"431210 Mata";1;-;-;1;4;1;-;-;1;1;3;-;-;-;-;-;-;-;12
"431213 Mato Castelhano";-;2;-;2;3;2;-;-;1;1;3;1;1;-;-;-;-;-;16
"431215 Mato Leitão";1;1;-;1;2;1;-;-;1;2;2;1;1;-;-;-;-;-;13
"431217 Mato Queimado";1;1;-;-;2;1;-;-;1;1;1;-;1;-;-;-;-;-;9
"431220 Maximiliano de Almeida";-;1;-;-;3;2;-;-;1;1;3;1;1;-;-;-;-;-;13
"431225 Minas do Leão";1;1;-;-;7;2;-;-;2;1;-;-;1;-;-;-;-;-;15
"431230 Miraguaí";1;-;-;-;2;1;-;-;1;1;2;1;1;-;-;-;-;1;11
"431235 Montauri";-;1;-;-;2;1;1;-;1;1;1;-;1;-;-;-;-;-;9
"431237 Monte Alegre dos Campos";-;1;-;2;3;1;-;-;2;1;3;1;2;-;-;-;-;-;16
"431238 Monte Belo do Sul";1;1;-;1;2;2;1;-;1;-;3;-;1;-;-;-;-;-;13
"431240 Montenegro";8;9;3;62;83;24;4;6;2;10;53;10;16;2;7;-;51;10;360
"431242 Mormaço";1;2;-;1;2;2;-;-;1;1;-;-;-;-;-;-;-;-;10
"431244 Morrinhos do Sul";1;-;-;-;2;1;-;1;1;-;2;1;-;-;-;-;-;-;9
"431245 Morro Redondo";1;-;-;2;4;1;-;-;1;1;3;1;1;-;-;-;1;-;16
"431247 Morro Reuter";1;1;-;-;2;1;-;-;2;1;2;-;1;-;-;-;-;-;11
"431250 Mostardas";1;1;-;4;8;3;1;-;1;2;5;1;1;-;-;-;-;3;31
"431260 Muçum";-;2;-;2;3;3;-;-;1;2;3;1;1;-;-;-;-;2;20
"431261 Muitos Capões";-;1;-;2;3;1;1;-;1;1;2;2;2;-;-;-;-;-;16
"431262 Muliterno";-;1;-;1;1;1;-;-;1;1;2;-;2;-;-;-;-;1;11
"431265 Não-Me-Toque";1;3;-;8;15;6;1;-;3;3;11;2;8;-;2;-;-;1;64
"431267 Nicolau Vergueiro";1;-;-;-;1;1;-;-;1;1;1;-;2;-;-;-;-;-;8
"431270 Nonoai";3;2;1;3;14;5;2;1;3;2;5;2;2;1;-;-;5;2;53
"431275 Nova Alvorada";-;1;-;2;3;1;1;-;-;1;2;-;2;-;-;-;-;1;14
"431280 Nova Araçá";1;2;-;4;2;1;1;-;1;1;4;1;1;1;-;-;1;1;22
"431290 Nova Bassano";3;2;-;4;9;2;-;-;2;2;10;2;4;-;-;-;-;1;41
"431295 Nova Boa Vista";2;1;-;-;1;1;-;-;1;1;3;1;2;-;-;-;-;1;14
"431300 Nova Bréscia";-;2;-;1;6;4;-;-;-;1;3;-;1;-;-;-;-;2;20
"431301 Nova Candelária";1;1;-;1;1;2;-;-;1;-;2;-;1;-;-;-;-;1;11
"431303 Nova Esperança do Sul";-;1;-;4;3;2;1;-;1;1;-;1;1;-;-;-;-;-;15
"431306 Nova Hartz";1;1;-;6;10;3;-;3;3;1;4;-;3;2;-;-;1;2;40
"431308 Nova Pádua";-;1;-;-;1;-;1;-;-;1;2;-;-;-;-;-;-;-;6
"431310 Nova Palma";5;2;-;5;12;4;1;-;2;2;4;1;3;1;-;-;1;4;47
"431320 Nova Petrópolis";5;4;-;20;18;7;5;-;3;4;15;2;9;2;1;-;1;6;102
"431330 Nova Prata";3;3;1;27;24;9;4;2;3;6;21;2;8;2;1;-;13;3;132
"431333 Nova Ramada";1;1;-;1;2;-;-;-;1;-;1;-;1;-;-;-;-;-;8
"431335 Nova Roma do Sul";1;-;-;1;2;2;1;-;1;1;4;-;1;-;-;-;-;-;14
"431337 Nova Santa Rita";1;1;-;5;10;3;-;1;6;1;6;3;2;1;-;-;-;1;41
"431349 Novo Barreiro";-;-;-;-;2;1;-;-;1;-;2;-;1;-;-;-;-;-;7
"431339 Novo Cabrais";-;1;-;-;3;1;-;-;1;1;2;-;-;-;-;-;-;1;10
"431340 Novo Hamburgo";20;21;21;118;265;71;22;49;54;34;110;83;95;18;19;-;181;30;1211
"431342 Novo Machado";2;1;-;-;2;-;-;-;3;2;3;-;2;-;-;-;-;-;15
"431344 Novo Tiradentes";1;-;-;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;5
"431346 Novo Xingu";-;-;-;-;1;1;-;-;-;-;2;-;1;-;-;-;-;-;5
"431350 Osório";5;4;5;32;39;15;7;4;4;9;27;7;20;3;3;-;32;9;225
"431360 Paim Filho";1;1;-;2;3;-;-;-;1;1;5;-;-;-;-;-;-;-;14
"431365 Palmares do Sul";1;1;-;3;11;1;-;-;3;-;1;1;2;-;-;-;-;-;24
"431370 Palmeira das Missões";6;6;1;16;38;12;4;1;6;4;11;5;7;1;-;-;13;3;134
"431380 Palmitinho";3;2;-;3;6;1;1;-;-;1;2;1;5;-;-;-;-;-;25
"431390 Panambi";4;29;2;30;26;14;5;3;3;5;27;3;11;-;1;-;8;9;180
"431395 Pantano Grande";-;1;-;2;3;1;-;-;2;1;2;1;1;-;-;-;1;-;15
"431400 Paraí";1;1;-;6;7;6;1;-;1;1;5;3;3;-;1;-;-;-;36
"431402 Paraíso do Sul";1;-;-;6;4;-;-;-;1;-;3;-;1;-;-;-;-;-;16
"431403 Pareci Novo";1;-;-;4;2;2;-;1;1;-;3;-;1;-;-;-;-;-;15
"431405 Parobé";-;1;-;21;15;4;-;8;5;2;10;4;1;1;-;-;6;3;81
"431406 Passa Sete";2;1;-;-;3;-;-;-;2;1;2;-;1;-;-;-;-;1;13
"431407 Passo do Sobrado";1;1;-;-;7;1;-;-;1;2;2;1;2;-;-;-;-;1;19
"431410 Passo Fundo";21;48;13;317;366;101;31;23;11;38;373;62;95;23;20;-;311;44;1897
"431413 Paulo Bento";-;1;-;-;2;2;1;-;1;1;2;1;2;-;-;-;-;-;13
"431415 Paverama";2;-;-;4;2;2;1;-;-;-;1;-;1;-;-;-;-;1;14
"431417 Pedras Altas";1;-;-;-;5;1;-;-;-;1;1;-;2;-;-;-;-;-;11
"431420 Pedro Osório";2;1;-;3;5;2;-;-;1;-;1;-;1;-;-;-;-;1;17
"431430 Pejuçara";1;-;-;-;4;3;-;-;1;1;2;1;1;-;-;-;1;-;15
"431440 Pelotas";117;36;17;328;452;93;24;53;53;81;297;107;148;44;24;1;393;58;2326
"431442 Picada Café";1;-;-;1;2;1;1;-;2;-;-;-;1;1;-;-;1;2;13
"431445 Pinhal";1;-;-;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;5
"431446 Pinhal da Serra";-;1;-;1;3;1;1;-;2;1;3;-;2;-;-;-;-;1;16
"431447 Pinhal Grande";-;1;-;4;4;1;1;-;2;1;4;-;1;1;-;-;-;-;20
"431449 Pinheirinho do Vale";2;-;-;1;2;-;-;-;-;1;2;-;1;-;-;-;-;-;9
"431450 Pinheiro Machado";3;-;-;7;11;2;1;-;3;2;5;1;4;-;-;-;-;1;40
"431454 Pinto Bandeira";-;1;-;-;2;-;-;-;2;1;-;-;-;-;-;-;-;-;6
"431455 Pirapó";1;1;-;1;2;1;-;-;1;1;1;-;1;-;-;-;-;-;10
"431460 Piratini";2;1;-;6;11;3;1;-;3;2;6;-;6;-;-;-;-;7;48
"431470 Planalto";3;1;-;1;7;1;-;-;1;2;8;3;2;-;-;-;-;-;29
"431475 Poço das Antas";-;2;-;3;1;1;1;-;1;1;2;-;2;-;-;-;-;-;14
"431477 Pontão";-;1;-;1;4;2;1;-;1;1;3;-;-;-;-;-;-;-;14
"431478 Ponte Preta";1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;4
"431480 Portão";1;1;-;21;19;8;3;-;4;4;14;4;3;3;2;-;1;5;93
"431490 Porto Alegre";343;267;174;1423;3243;769;160;429;160;399;1460;558;654;298;186;17;3769;455;14764
"431500 Porto Lucena";1;2;-;1;4;2;-;-;1;1;3;1;1;-;-;-;-;2;19
"431505 Porto Mauá";1;-;-;-;4;1;-;-;1;1;2;-;1;-;-;-;-;-;11
"431507 Porto Vera Cruz";1;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;5
"431510 Porto Xavier";1;2;-;1;10;5;1;-;1;2;6;2;4;-;-;-;-;-;35
"431513 Pouso Novo";1;1;-;-;2;-;-;-;1;-;1;-;1;-;-;-;-;-;7
"431514 Presidente Lucena";-;1;-;-;1;1;-;-;-;1;2;-;1;-;-;-;-;-;7
"431515 Progresso";1;2;-;1;5;1;-;-;2;2;3;-;2;-;1;-;1;-;21
